gsId,name,type,gradeRange,enrollment,parentRating,gsRating,district,districtId,districtNCESId,ncesId,address,city,state,lat,lon,phone
14301,Adult Education,public,n/a,1977,4,8,Saddleback Valley Unified School District,486,633860,063386013572,"25598 Peter A. Hartman Way, 
Mission Viejo, CA  92691",Mission Viejo,CA,33.620697,-117.68383,(949) 837-8830
14316,Adult Education,public,n/a,1977,4,8,Garden Grove Unified School District,474,614880,061488012598,"11262 Garden Grove Boulevard, 
Garden Grove, CA  92843",Garden Grove,CA,33.774162,-117.93564,(714) 663-6305
14475,Adult And Community Education,public,n/a,1977,4,8,Fremont Union High School District,635,614430,061443013651,"591 West Fremont Avenue, 
Sunnyvale, CA  94087",Sunnyvale,CA,37.353874,-122.0377,(408) 522-2700
14500,A. L. Conner Elementary School,public,PK-5,328,2,4,Kings Canyon Joint Unified School District,101,619700,061970010780,"222 Fourth Street, 
Orange Cove, CA  93646",Orange Cove,CA,36.629883,-119.30945,(559) 305-7200
14525,Academy Of The Redwoods,public,9-12,178,5,8,Fortuna Union High School District,144,614190,061419010801,"7351 Tompkins Hill Road, 
Eureka, CA  95501",Eureka,CA,40.69822,-124.19641,(707) 476-4203
14603,Adult And Career Education,public,n/a,1977,4,8,Pomona Unified School District,305,631320,063132013326,"1515 West Mission Boulevard, 
Pomona, CA  91766",Pomona,CA,34.05483,-117.77258,(909) 469-2333
14730,Acalanes Adult Education Center,public,n/a,477,4,3,Acalanes Union High School District,39,601650,060165013557,"1963 Tice Valley Boulevard, 
Walnut Creek, CA  94595",Walnut Creek,CA,37.87668,-122.07251,(925) 280-3980
14756,Adult Alternative Education,public,n/a,1977,4,8,Jurupa Unified School District,522,619260,061926013518,"4041 Pacific Avenue, 
Jurupa Valley, CA  92509",Jurupa Valley,CA,34.000977,-117.4221,(951) 222-7739
14767,Abc Adult,public,n/a,808,4,9,Abc Unified School District,246,601620,060162012587,"12254 Cuesta Drive, 
Cerritos, CA  90703",Cerritos,CA,33.878925,-118.07128,(562) 229-7960
14888,Access County Community School,public,K-12,2576,4,4,Orange County Department Of Education School District,1088,691024,069102410567,"200 Kalmus Drive, 
Costa Mesa, CA  92628",Costa Mesa,CA,33.672234,-117.8806,(714) 245-6403
15116,Achievekids School,private,K-12,51,5,7,Paradise Unified School District,36,629820,02013335,"1212 McGinness Avenue, 
San Jose, CA  95127",San Jose,CA,37.351105,-121.8227,(408) 928-5777
15133,A Tutoring Place High School,private,3-12,37,4,2,Beaumont Unified School District,515,604290,A0300099,"2781 Stonecrest Ct, 
Placerville, CA  95667",Placerville,CA,38.738472,-120.77508,(530) 642-3018
15134,ABC Hope for Kids,private,"PK-6, 8-12",365,4,2,Sacramento City Unified School District,553,633840,A0300102,"1720 Mountain View Ave, 
Loma Linda, CA  92354",Loma Linda,CA,34.071114,-117.24364,(909) 478-9035
15135,"Abc Little School, Studio City",private,K,88,4,9,Abc Unified School District,246,601620,A0300103,"11728 Moorpark Street, 
Los Angeles, CA  91604",Los Angeles,CA,34.150017,-118.388756,(818) 766-5557
15137,ABC Reign Accelerated Learning,private,"K, 2-3, 5-6",50,4,2,Sacramento City Unified School District,553,633840,A0300107,"1408 Stetson Ave, 
Modesto, CA  95350",Modesto,CA,37.6645,-121.010765,(209) 522-2222
15375,Abc Childcare Center,private,K,130,4,9,Abc Unified School District,246,601620,A0307071,"29705 Solana Way, 
Temecula, CA  92591",Temecula,CA,33.51755,-117.1455,(951) 699-5251
15947,A Bright Beginning,private,K-6,37,3,2,Beaumont Unified School District,515,604290,None,"2440 West Manchester Boulevard, 
Inglewood, CA  90305",Inglewood,CA,33.959675,-118.32065,(323) 753-0043
15952,Academic Academy Center,private,1-12,469,5,4,Los Angeles Unified School District,286,622710,None,"4321 West Hawthorne, 
Hawthorne, CA  90250",Hawthorne,CA,33.91643,-118.35267,(424) 262-9554
15953,Academie Bien Cultive (ABC),private,K-12,50,5,3,Pajaro Valley Unified School District,666,629490,None,"422 West School Street, 
Compton, CA  90220",Compton,CA,33.897385,-118.229774,(562) 595-3566
15954,Academy for Arts & Education,private,9-12,1412,5,7,Apple Valley Unified School District,593,600017,None,"1479 East Broadway Boulevard, 
Glendale, CA  91205",Glendale,CA,34.1463,-118.2317,(818) 551-1078
15956,Adat Y'shua Academy,private,K-11,108,5,8,Redondo Beach Unified School District,307,600032,None,"2891 Fairbanks Avenue, 
Simi Valley, CA  93063",Simi Valley,CA,34.287617,-118.713104,(818) 222-0200
16083,Advanced Education Academy,private,1-12,15,5,8,Bonita Unified School District,256,605610,None,"4490 Cornishon Avenue, 
La Canada, CA  91011",La Canada,CA,34.20516,-118.20324,(818) 952-1900
16333,Advanced Education Services-Whitewater High School,private,7-12,15,3,8,Bonita Unified School District,256,605610,None,"55860 Haugen-Lehmann, 
White Water, CA  92282",White Water,CA,33.925133,-116.68899,(760) 320-7271
16439,Advanced Education Services-Live Oak,private,K-12,15,5,8,Bonita Unified School District,256,605610,None,"34030 Avenue J, 
Yucaipa, CA  92399",Yucaipa,CA,34.0066,-117.0624,(909) 795-3635
16518,Academy of Exploration International,private,K-12,12,5,7,Apple Valley Unified School District,593,600017,None,"2890 Poplar Meadow Court, 
Jamul, CA  91935",Jamul,CA,32.7091,-116.8839,(619) 825-9833
16760,A. L. C. C. A.,private,K-12,489,4,2,Alum Rock Union Elementary School District,625,602310,None,"1309 Pelton Avenue, 
Modesto, CA  95351",Modesto,CA,37.6165,-121.0096,(209) 522-5390
16838,Achieve Charter School Of Paradise Inc.,charter,K-8,233,5,7,Paradise Unified School District,36,629820,062982011571,"771 Elliott Rd, 
Paradise, CA  95969",Paradise,CA,39.760323,-121.62078,(530) 872-4100
16907,Adelante High School,public,10-12,61,4,6,Riverbank Unified School District,894,600061,060006111814,"6801 Seventh Street, 
Riverbank, CA  95367",Riverbank,CA,37.737003,-120.92894,(209) 869-2383
16965,Adams (J. Douglas) Middle School,public,6-8,1167,4,8,Brentwood Union Elementary School District,41,605910,060591011574,"401 American Avenue, 
Brentwood, CA  94513",Brentwood,CA,37.918976,-121.75556,(925) 513-6480
17021,Academy For Change,public,7-12,14,5,6,Chico Unified School District,26,608370,060837011853,"290 East Avenue, 
Chico, CA  95926",Chico,CA,39.758522,-121.85838,(530) 891-3092
17066,Achieve Academy,charter,K-5,746,4,3,Oakland Unified School District,14,628050,062805011561,"1700 28th Avenue, 
Oakland, CA  94621",Oakland,CA,37.782078,-122.22671,(510) 904-6440
17077,Adult Education,public,n/a,1977,4,8,Upland Unified School District,621,600016,060001613489,"565 West 11th Street, 
Upland, CA  91786",Upland,CA,34.10452,-117.65869,(909) 949-7862
17161,Academy of the Two Hearts,private,K-12,477,4,3,Los Angeles Unified School District,286,622710,None,"1540 South Walker Avenue, 
San Pedro, CA  90731",San Pedro,CA,33.7303,-118.3034,(310) 832-3534
17239,Acme Academy,private,1-12,236,5,7,Paradise Unified School District,36,629820,None,"11071 Langley Drive, 
Los Alamitos, CA  90720",Los Alamitos,CA,33.8014,-118.0527,(562) 480-6186
17301,Abc School,private,K-12,88,5,9,Abc Unified School District,246,601620,None,"4540 Harlin Avenue, 
Sacramento, CA  95826",Sacramento,CA,38.535458,-121.35735,(916) 364-7800
17662, 	Alliance Patti And Peter Neuwirth Leadership Academy ,charter,9-12,630,5,7,Los Angeles Unified School District,286,622710,062271011632,"4610 South Main Street, 
Los Angeles, CA  90037",Los Angeles,CA,34.001568,-118.27383,(213) 342-2874
18225,Abc School House,private,K,28,5,9,Abc Unified School District,246,601620,A0770225,"4102 West Victory Boulevard, 
Burbank, CA  91505",Burbank,CA,34.184578,-118.35574,(818) 862-8466
23791,Above And Beyond Academy,private,K-12,269,5,9,Abc Unified School District,246,601620,None,"68 Amador Court, 
Bay Point, CA  94565",Bay Point,CA,38.02307,-121.94037,(925) 261-1755
23809,A.C.E.S.,private,1-12,365,4,2,Sacramento City Unified School District,553,633840,None,"3001 Pico Avenue, 
Clovis, CA  93619",Clovis,CA,36.80193,-119.654686,(559) 291-8101
23828,A Children's Place,private,K-8,37,3,2,Beaumont Unified School District,515,604290,None,"11125 Atlantic Street, 
Lynwood, CA  90262",Lynwood,CA,33.92711,-118.18535,(310) 639-4708
23829,Academy for Arts & Education,private,9-12,1412,5,7,Apple Valley Unified School District,593,600017,None,"5721 Mammoth Avenue, 
Valley Glen, CA  91401",Valley Glen,CA,34.1746,-118.432655,(818) 551-1078
23969,Aaron Skinner Private School,private,K-11,433,5,4,Oakland Unified School District,14,628050,None,"2115 Moonlight Court, 
Palmdale, CA  93550",Palmdale,CA,34.56135,-118.0906,(661) 480-6132
24131,A Better Chance School/Cal Autism Foundation,private,4-12,37,4,2,Beaumont Unified School District,515,604290,A0500119,"4138 Lakeside Drive, 
Richmond, CA  94806",Richmond,CA,37.988487,-122.33088,(510) 262-1500
24132,A Bright Beginning,private,K,37,3,2,Beaumont Unified School District,515,604290,A0770216,"503 S Prairie Ave, 
Inglewood, CA  90301",Inglewood,CA,33.958355,-118.34416,(310) 693-0700
24674,Academy Of Careers And Exploration,charter,7-12,288,5,4,Helendale Elementary School District,605,616860,061686012368,"13943 Rivers Edge Road, 
Helendale, CA  92342",Helendale,CA,34.73465,-117.36048,(760) 952-1266
24681,Ace Charter School,charter,5-8,351,5,2,Santa Clara County Office Of Education School District,1116,691035,069103512198,"625 South Sunset Avenue, 
San Jose, CA  95116",San Jose,CA,37.348602,-121.8446,(408) 729-3920
24758,Academic Leadership Community School,public,9-12,472,5,3,Los Angeles Unified School District,286,622710,062271012314,"322 Lucas Avenue, 
Los Angeles, CA  90017",Los Angeles,CA,34.058064,-118.2617,(213) 240-3815
25029,Ada Clegg Elementary School,public,K-5,562,3,8,Westminster Elementary School District,490,642150,064215012492,"6311 Larchwood Drive, 
Huntington Beach, CA  92647",Huntington Beach,CA,33.74695,-118.01978,(714) 894-7218
25078,Academia Moderna,charter,K-5,469,4,4,Los Angeles Unified School District,286,622710,062271012455,"2410 Broadway, 
Walnut Park, CA  90255",Walnut Park,CA,33.967144,-118.22965,(323) 923-0383
25079,Academy Of Arts And Sciences,public,9-12,318,2,4,San Francisco Unified School District,717,634410,063441012526,"555 Portola Drive, 
San Francisco, CA  94131",San Francisco,CA,37.745872,-122.44998,(415) 695-5700
25255,Academia Avance Charter,charter,6-12,437,5,4,Sbe - Academia Avance Charter School District,1655,601435,060143510895,"115 North Avenue 53, 
Los Angeles, CA  90042",Los Angeles,CA,34.10729,-118.19842,(323) 230-7270
25380,Accelerated Achievement Academy,public,4-8,139,5,10,Hollister School District,583,617340,061734012565,"1151 Buena Vista Road, 
Hollister, CA  95023",Hollister,CA,36.857246,-121.41773,(831) 636-4460
25507,Academy of Science and Engineering,private,10-12,200,5,7,Apple Valley Unified School District,593,600017,None,"5753 Rodeo Road, 
Los Angeles, CA  90016",Los Angeles,CA,34.022003,-118.37114,(323) 545-1100
25734,Academy of Scientific Exploration (ASE),public,9-12,477,4,3,Los Angeles Unified School District,286,622710,062271012858,"1001 Arroyo Avenue, 
San Fernando, CA  91340",San Fernando,CA,34.288464,-118.42073,(818) 838-3926
25833,A Shepherd's Heart Christian School,private,K-12,37,4,2,Beaumont Unified School District,515,604290,None,"225 West Winton Avenue, 
Hayward, CA  94544",Hayward,CA,37.658833,-122.09631,(510) 581-8081
25923,A Bright Beginning Cdc,private,K-6,37,3,2,Beaumont Unified School District,515,604290,None,"712 East Manchester Boulevard, 
Inglewood, CA  90301",Inglewood,CA,33.959488,-118.34594,(310) 673-4525
25924,A Different Spirit Academy,private,1-12,37,3,2,Beaumont Unified School District,515,604290,None,"9a Officers Road, 
San Pedro, CA  90731",San Pedro,CA,33.719597,-118.286896,(505) 452-6090
25925,A Higher Learning CDC. Inc. School,private,K-8,37,3,2,Beaumont Unified School District,515,604290,None,"3581 East Imperial Highway, 
Lynwood, CA  90262",Lynwood,CA,33.930775,-118.20588,(310) 639-4708
25926,Abbah's Children,private,6-12,433,5,4,Oakland Unified School District,14,628050,None,"2718 West Tichenor Street, 
Compton, CA  90220",Compton,CA,33.883076,-118.25707,(310) 604-9973
25927,Academie Authentique School,private,6-12,50,5,3,Pajaro Valley Unified School District,666,629490,None,"422 West School Street, 
Compton, CA  90220",Compton,CA,33.897385,-118.229774,(562) 279-5428
25928,Academy For Advancement Of Children With,private,K-12,331,5,6,Antelope Valley Union High School District,250,602820,None,"10824 Topanga Canyon Boulevard, 
Los Angeles, CA  91311",Los Angeles,CA,34.266636,-118.60536,(818) 882-0200
25929,Academy Of The Two Hearts,private,K-12,178,5,8,Fortuna Union High School District,144,614190,None,"406 33rd Place, 
Hermosa Beach, CA  90254",Hermosa Beach,CA,33.87681,-118.4043,(310) 374-6780
26136,Adonai Ministries Christian School,private,1-6,2418,3,8,Oxnard Union High School District,1020,629270,None,"15572 Grand Avenue, 
Lake Elsinore, CA  92530",Lake Elsinore,CA,33.6609,-117.38003,(951) 609-0942
26175,Academy Of Private Classic Education,private,1-12,747,4,7,Los Angeles Unified School District,286,622710,None,"7412 Hollyhock Court, 
Citrus Heights, CA  95621",Citrus Heights,CA,38.70066,-121.30693,(916) 725-8316
26193,Abc School Ontario,private,K-12,28,5,9,Abc Unified School District,246,601620,None,"2234 East 4th Street, 
Ontario, CA  91764",Ontario,CA,34.076973,-117.60328,(909) 204-4142
26194,Abc123 Christian Academy,private,K-1,28,5,9,Abc Unified School District,246,601620,None,"3270 Inland Empire Boulevard, 
Ontario, CA  91764",Ontario,CA,34.071266,-117.57945,(909) 527-8650
26195,Advanced Education Services - Hill View School,private,3-12,15,5,8,Bonita Unified School District,256,605610,None,"18136 Jurupa Avenue, 
Bloomington, CA  92316",Bloomington,CA,34.049595,-117.40798,(909) 546-1996
26376,A Little Piece of Heaven School,private,K-12,37,3,2,Beaumont Unified School District,515,604290,None,"6826 Airport Road, 
Redding, CA  96002",Redding,CA,40.48576,-122.29345,(530) 365-1267
26408,Adventist Christian Elementary School,private,1-8,14,5,8,Santa Ana Unified School District,487,635310,A1100063,"720 South Jackson Street, 
Red Bluff, CA  96080",Red Bluff,CA,40.163445,-122.23846,(530) 527-1486
26869,Academy Of Amherst Jr-Sr High School,private,10-12,703,4,2,Los Angeles Unified School District,286,622710,BB100068,"13440 Crewe Street, 
Los Angeles, CA  91405",Los Angeles,CA,34.196564,-118.42598,(818) 503-7869
26980,Academies Of The Antelope Valley,charter,7-12,331,5,6,Antelope Valley Union High School District,250,602820,060282013154,"6300 West Avenue L, 
Quartz Hill, CA  93536",Quartz Hill,CA,34.66014,-118.24104,(661) 948-7655
27016,Academy For Multiligual Arts And Science At Mervyn M. Dymally High,public,9-12,703,5,2,Los Angeles Unified School District,286,622710,062271013079,"8800 South San Pedro Street, 
Los Angeles, CA  90003",Los Angeles,CA,33.95715,-118.26875,(323) 565-4600
27020,Academies Of Education And Empowerment At Carson High,public,9-12,563,5,6,Los Angeles Unified School District,286,622710,062271013040,"22328 South Main Street, 
Carson, CA  90745",Carson,CA,33.82392,-118.27585,(310) 847-1455
27021,Academy Of Medical Arts At Carson High,public,9-12,510,5,7,Los Angeles Unified School District,286,622710,062271013104,"22328 South Main Street, 
Carson, CA  90745",Carson,CA,33.82392,-118.27585,(310) 847-1465
27064,Adelanto High School,public,9-12,1750,3,3,Victor Valley Union High School District,623,636972,063697212990,"15620 Joshua Street, 
Adelanto, CA  92392",Adelanto,CA,34.531548,-117.441284,(760) 246-3909
27108,Ace Charter High,charter,9-12,267,4,3,East Side Union High School District,632,611820,061182013023,"1776 Educational Park Drive, 
San Jose, CA  95133",San Jose,CA,37.36675,-121.85791,(408) 251-1362
27160,Adult Education Eastside Union,public,n/a,1977,4,8,East Side Union High School District,632,611820,061182013240,"625 Education Park Drive, 
San Jose, CA  95133",San Jose,CA,37.36564,-121.85906,(408) 928-9300
30550,Abundant Joy Christian School,private,K-12,248,5,5,Poway Unified School District,699,631530,A1100060,"1420 Oasis Lane, 
Patterson, CA  95363",Patterson,CA,37.46366,-121.15467,(209) 408-3618
30552,Adat Shalom,private,K-7,108,5,8,Redondo Beach Unified School District,307,600032,BB120051,"3030 Westwood Boulevard, 
Los Angeles, CA  90034",Los Angeles,CA,34.030514,-118.420395,(310) 474-0197
30553,Advantage Preparatory Schools,private,K-12,92,5,8,Santa Ana Unified School District,487,635310,BB120190,"22589 Hickory Place, 
Santa Clarita, CA  91390",Santa Clarita,CA,34.463646,-118.530174,(661) 296-5466
31265,Across Stepping Stones,private,2-4,292,5,4,Oakland Unified School District,14,628050,None,"237 West Ridgecrest Boulevard, 
Ridgecrest, CA  93555",Ridgecrest,CA,35.622173,-117.6741,(760) 301-0888
31275,Academie Des Autodidactes,private,7-12,50,5,3,Pajaro Valley Unified School District,666,629490,None,"422 West School Street, Admin Office, 
Compton, CA  90220",Compton,CA,33.880356,-118.23512,(562) 279-5428
31276,Academy For Advancement Of Children With Autism-Av,private,K-12,331,5,6,Antelope Valley Union High School District,250,602820,None,"6742 East Avenue H, 
Lancaster, CA  93535",Lancaster,CA,34.71883,-118.00875,(661) 946-1234
31378,Abc Academy,private,7-12,808,4,9,Temecula Valley Unified School District,535,600028,None,"1345 Cabrillo Park Drive, 
Santa Ana, CA  92701",Santa Ana,CA,33.757244,-117.84034,(949) 689-9012
31379,Academy On The Hills,private,K-1,165,5,8,Fortuna Union High School District,144,614190,BB120290,"10 Mareblu, 
Aliso Viejo, CA  92656",Aliso Viejo,CA,33.572662,-117.7034,(949) 360-7022
31466,Abc123 Christian Academy,private,K-3,28,5,9,Abc Unified School District,246,601620,None,"15428 Civic Drive, 
Victorville, CA  92392",Victorville,CA,34.510162,-117.327,(760) 243-5800
31467,Advanced Education Services-Mountain View,private,3-12,15,5,8,Bonita Unified School District,256,605610,None,"8500 Escondido Avenue, 
Hesperia, CA  92344",Hesperia,CA,34.407196,-117.37209,(760) 947-7553
31492,Academia De Talar,private,K-8,7,5,4,Sbe - Academia Avance Charter School District,1655,601435,A1500131,"31430 Calle De Talar, 
Bonsall, CA  92003",Bonsall,CA,33.28445,-117.16767,(760) 616-0827
31493,Academy Of The Pines,private,K-12,395,4,8,William S. Hart Union High School District,326,642510,None,"853 15th Street, 
San Diego, CA  92154",San Diego,CA,32.581352,-117.100685,(619) 429-8835
31545,Abundant Life Academy,private,K-12,248,5,5,Poway Unified School District,699,631530,None,"16500 North Ripon Road, 
Ripon, CA  95366",Ripon,CA,37.81315,-121.12549,(209) 234-4320
31604,Advanced Learning Academy,private,1-8,15,3,8,Bonita Unified School District,256,605610,None,"122 Scott Street, 
Santa Rosa, CA  95401",Santa Rosa,CA,38.4425,-122.72397,(707) 527-6617
31740,Acton Academy Venice Beach,private,1-12,17,5,4,Oakland Unified School District,14,628050,None,"Lincoln and Venice, 
Venice, CA  90291",Venice,CA,33.99401,-118.452644,(312) 498-9872
31844,21st Century Learning Institute,public,K-12,100,5,2,Beaumont Unified School District,515,604290,060429013779,"939 Michigan Avenue, 
Beaumont, CA  92223",Beaumont,CA,33.93465,-116.96888,(951) 769-8424
32040,Adult Transition Program,public,n/a,1977,4,8,Bonita Unified School District,256,605610,060561013847,"800 West Covina Boulevard, 
San Dimas, CA  91773",San Dimas,CA,34.097866,-117.82516,(909) 971-8230
32222,Ace Franklin Mckinley,charter,5-8,224,5,2,Franklin-Mckinley Elementary School District,634,614370,061437013740,"1665 Santee Drive, 
San Jose, CA  95112",San Jose,CA,37.328014,-121.84531,(408) 729-3420
32226,Ace Inspire Academy,charter,5-8,111,5,4,San Jose Unified School District,655,634590,063459013852,"1155 East Julian Street, 
San Jose, CA  95112",San Jose,CA,37.350983,-121.87205,(408) 295-6008
32246,Adult Education,public,n/a,1977,4,8,Red Bluff Joint Union High School District,932,632010,063201014160,"1050 Kimball Road, 
Red Bluff, CA  96080",Red Bluff,CA,40.158306,-122.24203,(530) 529-8766
32348,+Impact School,private,9-12,25,5,7,Los Angeles Unified School District,286,622710,None,"9753 Ellington Lane, 
Truckee, CA  96161",Truckee,CA,39.307655,-120.159195,(530) 536-5333
32426,Accelerated Charter High,charter,9-12,139,5,10,Tulare Joint Union High School District,990,639930,063993013976,"4136 North Mooney Boulevard, 
Tulare, CA  93274",Tulare,CA,36.251266,-119.31294,(559) 688-2021
32571,Achieve Charter High,charter,9-12,746,4,3,Butte County Office Of Education School District,1087,691002,None,"5850 Clark Road, 
Paradise, CA  95969",Paradise,CA,39.755367,-121.60713,(530) 872-4100
32659,Advanced Learning Academy,charter,3-12,15,3,8,Santa Ana Unified School District,487,635310,063531014192,"335 East Walnut Avenue, 
Santa Ana, CA  92701",Santa Ana,CA,33.795094,-117.85013,(714) 480-4300
32732,Adelante Dual Language Academy Ii,public,K-3,586,4,6,Alum Rock Union Elementary School District,625,602310,060231014147,"1970 Cinerella Lane, 
San Jose, CA  95116",San Jose,CA,37.344196,-121.84039,(408) 928-7107
